# TStellate3_CS Optimisation
# 20130904+11:15:31
 
#param.w.x[lsr][ts] = 0.0017991	[1e-07,0.3]
#param.w.x[hsr][ts] = 0.0004908	[1e-07,0.3]
#param.w.x[ds][ts] = 7.3372e-05	[1e-07,0.3]
#param.w.x[tv][ts] = 0.00017319	[1e-07,0.3]
#param.w.x[glg][ts] = 8.9534e-06	[1e-07,0.3]
# final error=71.192667
# Threshold level 20 
# Threshold rate 0 
# TS exemplar RMP -60.9
# TS exemplar CF 9100
# CV RMS errors:	7.32	7.329	7.873	
# CV Penalties :	0	0	0	10.97	0	0.3225	0.7094	3.722	0	0	0	0	0	0	5.171	2.208	0	0	0	12.13	0	0	5.179	3.329	
# IV RMS errors:	1.691	2.219	1.011	
# IV Penalties :	
# Final Error  71.1927   71.1927
# Time	 IV @spl=20 (mV)	 IV @spl=30 (mV)	 IV @spl=40 (mV)
-6.70	-56.022192	-57.135633	-57.030378
-6.60	-56.329743	-57.146646	-57.120935
-6.50	-56.686469	-57.145721	-57.227073
-6.40	-57.089100	-57.131265	-57.452890
-6.30	-57.370330	-57.091546	-57.417633
-6.20	-57.537029	-57.057500	-57.543274
-6.10	-57.610899	-57.029975	-57.579208
-6.00	-57.633270	-57.017469	-57.856732
-5.90	-57.630873	-57.004313	-58.071001
-5.80	-57.603272	-56.980562	-58.193618
-5.70	-57.564621	-56.950158	-58.245471
-5.60	-57.548349	-56.906055	-58.258146
-5.50	-57.522009	-56.891279	-58.249014
-5.40	-57.489928	-56.874696	-58.222612
-5.30	-57.464352	-56.858582	-58.170077
-5.20	-57.433898	-56.836934	-58.088294
-5.10	-57.399915	-56.785333	-57.971915
-5.00	-57.360942	-56.686729	-57.704256
-4.90	-57.312204	-56.461021	-57.602558
-4.80	-57.251404	-56.424182	-57.554960
-4.70	-57.198933	-56.443893	-57.735485
-4.60	-57.147768	-56.695384	-57.933514
-4.50	-57.083351	-56.903569	-58.064646
-4.40	-56.989046	-57.064235	-58.102845
-4.30	-56.833558	-57.171842	-58.084892
-4.20	-56.615240	-57.199107	-58.001834
-4.10	-56.222212	-57.217927	-57.757858
-4.00	-55.947370	-57.238488	-57.515665
-3.90	-55.566487	-57.253133	-57.483936
-3.80	-55.671885	-57.271549	-57.545874
-3.70	-55.574507	-57.282933	-57.797947
-3.60	-55.959476	-57.299096	-57.987606
-3.50	-56.261928	-57.323985	-58.067281
-3.40	-56.715448	-57.319223	-58.095256
-3.30	-57.089007	-57.314798	-58.079667
-3.20	-57.322748	-57.296974	-58.032990
-3.10	-57.453368	-57.266016	-57.996483
-3.00	-57.505208	-57.237336	-57.961246
-2.90	-57.536072	-57.188353	-57.895671
-2.80	-57.543621	-57.151704	-57.812288
-2.70	-57.544683	-57.081252	-57.653395
-2.60	-57.528986	-56.987215	-57.397802
-2.50	-57.513585	-56.851789	-57.336066
-2.40	-57.499902	-56.682542	-57.367713
-2.30	-57.481498	-56.488131	-57.571457
-2.20	-57.462354	-56.195119	-57.684636
-2.10	-57.440116	-55.816490	-57.718089
-2.00	-57.407479	-55.408869	-57.688216
-1.90	-57.373970	-55.007294	-57.590934
-1.80	-57.322631	-55.198593	-57.373655
-1.70	-57.205218	-55.476200	-57.079092
-1.60	-57.000304	-56.128418	-57.030921
-1.50	-56.656677	-56.579462	-57.011883
-1.40	-56.516673	-56.821037	-57.276525
-1.30	-56.247512	-56.835457	-57.447182
-1.20	-56.465953	-56.648540	-57.533277
-1.10	-56.639441	-56.470210	-57.513220
-1.00	-56.971022	-56.435651	-57.375742
