# TStellate3_CT1 Optimisation
# 20130903+13:45:23
 
#param.w.x[lsr][ts] = 0.0016202	[1e-07,0.3]
#param.w.x[hsr][ts] = 0.00088558	[1e-07,0.3]
#param.w.x[ds][ts] = 0.00040527	[1e-07,0.3]
#param.w.x[tv][ts] = 0.00032426	[1e-07,0.3]
#param.w.x[glg][ts] = 0.00014179	[1e-07,0.3]
# final error=83.506300
# Threshold level 20 
# Threshold rate 0 
# TS exemplar RMP -60.9
# TS exemplar CF 9100
# CV RMS errors:	
# Penalties :	
# IV RMS errors:	
# IV Penalties :	
# Final Error  83.5063   83.5063
# Time	 IV @spl=20 (mV)	 IV @spl=30 (mV)	 IV @spl=40 (mV)
-23.00	-57.044610	-56.940756	-56.298322
-22.90	-57.212317	-56.639797	-55.911387
-22.80	-57.304855	-56.077783	-55.758311
-22.70	-57.272657	-55.960325	-55.425989
-22.60	-57.110757	-55.790120	-55.180394
-22.50	-56.762488	-55.931808	-54.568343
-22.40	-56.411499	-56.078539	-54.500419
-22.30	-56.168900	-55.904680	-54.562443
-22.20	-55.933531	-55.513011	-55.012052
-22.10	-55.487898	-55.195381	-55.824414
-22.00	-55.450609	-54.847604	-56.531421
-21.90	-55.409784	-55.187071	-57.370445
-21.80	-55.785792	-55.363904	-57.828907
-21.70	-55.833574	-55.480656	-58.025972
-21.60	-55.922370	-55.404762	-57.927910
-21.50	-55.650806	-55.390975	-57.566993
-21.40	-55.600485	-55.820014	-57.016633
-21.30	-55.796520	-56.590828	-56.740970
-21.20	-56.129529	-57.367910	-56.606165
-21.10	-56.624729	-57.646332	-57.111334
-21.00	-56.849984	-57.845756	-57.522244
-20.90	-56.834421	-57.828484	-57.758995
-20.80	-56.599746	-57.982247	-57.982006
-20.70	-55.973527	-57.748193	-58.093866
-20.60	-55.641217	-57.281692	-58.341054
-20.50	-55.382686	-56.694197	-58.504812
-20.40	-55.401493	-56.141142	-58.486186
-20.30	-55.622476	-56.135882	-58.232143
-20.20	-55.637468	-56.495452	-58.123217
-20.10	-55.640390	-57.118136	-58.015448
-20.00	-55.634825	-57.394526	-58.144166
-19.90	-55.471832	-57.654223	-58.215886
-19.80	-55.552399	-57.718943	-58.211908
-19.70	-55.282530	-57.965523	-58.124800
-19.60	-55.198551	-58.001052	-57.865097
-19.50	-54.367504	-57.767620	-57.575695
-19.40	-54.415137	-56.957926	-57.500824
-19.30	-54.503833	-56.489993	-57.540774
-19.20	-55.153184	-56.349121	-57.789366
-19.10	-55.813633	-56.800365	-57.913248
-19.00	-56.232531	-57.483954	-57.826946
-18.90	-56.483396	-57.889790	-57.423396
-18.80	-56.308783	-57.974421	-57.216096
-18.70	-55.990181	-57.783485	-56.996406
-18.60	-55.571219	-57.536736	-57.010379
-18.50	-55.757700	-57.433349	-56.821985
-18.40	-55.973487	-57.463617	-56.523675
-18.30	-56.338650	-57.561763	-56.149994
-18.20	-56.237361	-57.595119	-56.139468
-18.10	-56.147826	-57.510633	-56.176626
-18.00	-55.902832	-57.308169	-56.277543
-17.90	-56.290923	-56.979780	-56.475373
-17.80	-56.560202	-56.333088	-56.422863
-17.70	-56.664630	-55.935867	-56.260064
-17.60	-56.200244	-55.201992	-56.036139
-17.50	-56.275399	-54.389876	-55.770067
-17.40	-56.262610	-54.065537	-56.041959
-17.30	-56.940401	-54.188014	-56.488372
-17.20	-57.440386	-54.691895	-57.129690
-17.10	-57.812671	-55.039976	-57.487857
-17.00	-58.074895	-55.198874	-57.590559
-16.90	-58.242161	-55.323261	-57.275069
-16.80	-58.098635	-55.621552	-57.138645
-16.70	-57.823629	-56.323294	-56.984858
-16.60	-57.453207	-56.876434	-56.939090
-16.50	-57.191985	-57.209843	-56.671720
-16.40	-57.057828	-57.040862	-56.361843
-16.30	-57.061451	-57.271018	-56.292964
-16.20	-57.217881	-57.296154	-56.415347
-16.10	-57.607592	-57.759265	-56.760909
-16.00	-58.006899	-57.969999	-56.965039
-15.90	-58.303512	-58.203639	-56.931880
-15.80	-58.316752	-58.244432	-56.581771
-15.70	-58.010742	-58.255291	-56.282985
-15.60	-57.906955	-58.304980	-55.994264
-15.50	-57.739072	-58.426806	-55.674168
-15.40	-57.762808	-58.642954	-55.623146
-15.30	-57.625386	-58.907790	-55.482564
-15.20	-57.654863	-59.041642	-55.356022
-15.10	-57.598267	-58.985290	-54.727206
-15.00	-57.792312	-58.851655	-54.379995
-14.90	-57.852810	-58.641547	-54.012980
-14.80	-57.814361	-58.353553	-53.829908
-14.70	-57.544289	-57.909461	-54.184998
-14.60	-57.412054	-57.556629	-54.624845
-14.50	-57.279322	-57.317226	-55.367101
-14.40	-57.402903	-57.222818	-56.107075
-14.30	-57.532219	-57.071852	-56.148575
-14.20	-57.565135	-56.478424	-55.981975
-14.10	-57.514950	-55.912671	-55.760001
-14.00	-57.354682	-55.713421	-55.497475
-13.90	-57.090737	-55.681080	-55.886872
-13.80	-56.769354	-56.238394	-56.274576
-13.70	-56.686911	-56.436184	-56.864418
-13.60	-56.649371	-56.923722	-57.077644
-13.50	-56.883089	-57.269217	-57.315464
-13.40	-56.979685	-57.679643	-57.200278
-13.30	-56.925235	-57.829588	-57.345632
-13.20	-56.567034	-57.656551	-57.512187
-13.10	-56.473586	-57.249268	-57.740946
-13.00	-56.326109	-56.850310	-57.987510
-12.90	-56.399755	-56.357052	-58.131667
-12.80	-56.209198	-56.485731	-58.148048
-12.70	-55.803519	-56.746339	-58.074623
-12.60	-55.137184	-57.220444	-57.923908
-12.50	-55.132872	-57.407597	-57.640543
-12.40	-55.179856	-57.363219	-57.288696
-12.30	-55.725122	-57.401235	-57.020531
-12.20	-56.188550	-57.459191	-56.783800
-12.10	-56.493509	-57.676853	-56.947004
-12.00	-56.534456	-57.782358	-57.070387
-11.90	-56.681199	-57.734541	-57.402765
-11.80	-56.740770	-57.538815	-57.500171
-11.70	-56.982477	-57.221346	-57.496529
-11.60	-57.061783	-56.685506	-57.370067
-11.50	-56.840748	-56.295717	-57.118578
-11.40	-56.661081	-55.794542	-56.693646
-11.30	-56.277071	-55.779927	-56.526044
-11.20	-56.403350	-55.536146	-56.367276
-11.10	-56.400193	-55.550308	-56.504469
-11.00	-56.426138	-55.284182	-56.520622
-10.90	-56.396872	-55.587874	-56.321643
-10.80	-56.334207	-55.876990	-55.952136
-10.70	-56.565294	-56.042216	-55.796673
-10.60	-56.913130	-56.222637	-55.566105
-10.50	-57.205832	-55.837723	-55.429344
-10.40	-57.310908	-56.162156	-54.987049
-10.30	-57.248876	-56.369534	-54.751061
-10.20	-56.937583	-56.978964	-54.300655
-10.10	-56.684895	-57.310970	-54.313095
-10.00	-56.469784	-57.398216	-54.470216
-9.90	-56.213567	-57.426862	-54.643128
